Lines,Lon,VehicleNumber,Time,Lat,Brigade
119,21.046118,1992,2024-02-20 17:42:53,52.201336,06
739,21.050795,1993,2024-02-20 17:42:47,52.091436,014
331,20.9781131,1996,2024-02-20 17:42:55,52.1694495,02
331,21.0023592,1997,2024-02-20 17:42:55,52.1582287,01
331,20.995354,1998,2024-02-20 17:42:55,52.186378,03
709,21.01841,2000,2024-02-20 17:42:53,52.10458,6
189,20.900732,2001,2024-02-20 17:42:54,52.238876,9
189,21.011555,2002,2024-02-20 17:42:51,52.1745,14
141,20.980598,2004,2024-02-20 17:42:55,52.189415,8
710,21.011463,2005,2024-02-20 17:42:46,52.074176,6
189,21.051561,2007,2024-02-20 17:42:54,52.178967,027
710,21.114447,2009,2024-02-20 17:42:53,52.102177,09
742,21.113108,2010,2024-02-20 17:42:53,52.10944,761
501,21.01552,2013,2024-02-20 17:42:49,52.220455,3
709,21.024391,2014,2024-02-20 17:42:49,52.179956,7
174,20.996254,2015,2024-02-20 17:42:52,52.188492,371
709,21.01807,2016,2024-02-20 17:42:52,52.121769,9
709,21.0181477,2017,2024-02-20 17:42:52,52.1670024,014
L50,21.3597733,20174,2024-02-20 17:42:53,52.1880658,2
525,21.1562611,2018,2024-02-20 17:42:55,52.2260322,1
189,20.9515952,2019,2024-02-20 17:42:50,52.1914734,5
189,20.9776376,2020,2024-02-20 17:42:55,52.1840869,021
709,21.018894,2022,2024-02-20 17:42:54,52.088333,5
727,21.019033,2023,2024-02-20 17:42:55,52.065231,3
162,21.030457,2024,2024-02-20 17:42:55,52.230492,015
319,21.188862,2025,2024-02-20 17:42:55,52.183586,01
162,21.027239,2026,2024-02-20 17:42:52,52.259773,5
401,20.884352,2027,2024-02-20 17:42:52,52.194279,030
174,21.004663,2028,2024-02-20 17:42:55,52.221268,3
217,21.076004,2029,2024-02-20 17:42:55,52.156464,2
217,21.0628067,2030,2024-02-20 17:42:54,52.1708617,07
189,20.924677,2031,2024-02-20 17:42:50,52.19672,12
522,21.074889,2032,2024-02-20 17:42:46,52.158453,4
165,21.0245634,2033,2024-02-20 17:42:49,52.179227,3
504,21.066273,2034,2024-02-20 17:42:55,52.130672,010
319,21.087002,2036,2024-02-20 17:42:52,52.159336,03
189,20.900457,2037,2024-02-20 17:42:51,52.239441,8
402,21.048236,2039,2024-02-20 17:42:52,52.1932927,1
402,21.055717,2044,2024-02-20 17:42:53,52.199959,5
136,20.955679,2045,2024-02-20 17:42:51,52.235973,013
193,21.043886,2046,2024-02-20 17:42:54,52.167816,06
177,20.8835377,2200,2024-02-20 17:42:55,52.2053712,3
148,21.093061,2203,2024-02-20 17:42:55,52.225849,012
ZA1,21.000002,2205,2024-02-20 17:42:49,52.227482,02
191,20.948284,2206,2024-02-20 17:42:49,52.209148,5
105,20.943424,2208,2024-02-20 17:42:51,52.22636,2
184,20.9704116,2210,2024-02-20 17:42:55,52.2193214,8
187,20.94075,2211,2024-02-20 17:42:55,52.204334,9
523,20.898375,2212,2024-02-20 17:42:55,52.258446,714
105,20.977747,2214,2024-02-20 17:42:53,52.229134,011
401,21.038097,2216,2024-02-20 17:42:54,52.172966,7
188,21.027597,2217,2024-02-20 17:42:53,52.219826,5
187,21.069073,2218,2024-02-20 17:42:50,52.181347,1
177,20.886312,2219,2024-02-20 17:42:53,52.206299,4
719,20.5864114,2220,2024-02-20 17:42:52,52.2575607,2
184,20.969114,2221,2024-02-20 17:42:51,52.2146,7
523,21.106691,2222,2024-02-20 17:42:46,52.247814,8
523,21.0829374,2223,2024-02-20 17:42:55,52.2409617,023
401,21.020266,2224,2024-02-20 17:42:52,52.173172,026
716,20.92848,2225,2024-02-20 17:42:55,52.223118,01
184,20.936424,2226,2024-02-20 17:42:54,52.274094,09
401,20.9626947,2227,2024-02-20 17:42:53,52.188604,028
171,20.9929244,2229,2024-02-20 17:42:55,52.2415492,453
105,20.956257,2230,2024-02-20 17:42:52,52.228088,010
517,21.0455457,2231,2024-02-20 17:42:54,52.2187019,10
187,20.884256,2232,2024-02-20 17:42:54,52.195168,6
716,20.829071,2234,2024-02-20 17:42:48,52.192955,62
517,20.89669,2235,2024-02-20 17:42:54,52.237747,2
401,20.91411,2236,2024-02-20 17:42:53,52.199821,3
717,20.8995119,2238,2024-02-20 17:42:55,52.1843327,65
188,20.980808,2239,2024-02-20 17:42:53,52.188866,6
517,20.923441,2240,2024-02-20 17:42:54,52.197254,8
189,20.908289,2242,2024-02-20 17:42:54,52.228386,7
187,20.962191,2243,2024-02-20 17:42:54,52.216927,10
177,20.8960412,2244,2024-02-20 17:42:50,52.2173532,675
186,20.942183,2246,2024-02-20 17:42:50,52.333977,015
ZA1,20.9831989,2247,2024-02-20 17:42:54,52.2213942,03
719,20.9121852,2248,2024-02-20 17:42:54,52.2392322,4
523,21.086027,2249,2024-02-20 17:42:53,52.250263,7
191,20.909794,2250,2024-02-20 17:42:48,52.194603,2
401,21.050661,2251,2024-02-20 17:42:45,52.159798,010
191,20.870358,2252,2024-02-20 17:42:53,52.183552,1
713,20.744406,2253,2024-02-20 17:42:54,52.214523,3
184,20.921564,2255,2024-02-20 17:42:48,52.249306,010
401,20.868826,2256,2024-02-20 17:42:55,52.19791,2
105,21.0035,2257,2024-02-20 17:42:55,52.227776,08
401,21.0381601,2258,2024-02-20 17:42:54,52.1729884,5
182,21.0858715,2259,2024-02-20 17:42:54,52.2362606,1
L22,21.3271296,25181,2024-02-20 17:42:52,52.1330036,2
L20,21.3041511,25183,2024-02-20 17:42:53,52.1075556,1
L22,21.1061356,25184,2024-02-20 17:42:52,52.3039485,2
L22,21.2963013,25185,2024-02-20 17:42:51,52.1254813,1
L51,21.2432865,25188,2024-02-20 17:42:51,52.078306,1
L22,21.2425291,25189,2024-02-20 17:42:52,52.0833148,03
245,21.1226896,3400,2024-02-20 17:42:54,52.2789363,05
112,20.9377926,3401,2024-02-20 17:42:53,52.2749976,8
127,20.9535086,3402,2024-02-20 17:42:51,52.2126336,8
116,21.0180393,3404,2024-02-20 17:42:53,52.236419,9
731,20.994061,3405,2024-02-20 17:42:54,52.29865,475
527,21.0533875,3406,2024-02-20 17:42:50,52.296743,011
511,20.9716601,3408,2024-02-20 17:42:54,52.3214233,3
705,21.1227166,3409,2024-02-20 17:42:51,52.4809805,1
245,21.1313338,3410,2024-02-20 17:42:49,52.2798986,2
500,21.0220755,3411,2024-02-20 17:42:51,52.2640493,4
160,21.0570788,3412,2024-02-20 17:42:52,52.2701346,519
511,20.9725183,3413,2024-02-20 17:42:54,52.3206466,2
527,21.0570008,3414,2024-02-20 17:42:52,52.3217523,013
509,21.0204495,3415,2024-02-20 17:42:53,52.266636,021
705,20.9939505,3416,2024-02-20 17:42:52,52.2868266,63
509,21.0118133,3417,2024-02-20 17:42:52,52.2789156,12
511,20.9422536,3418,2024-02-20 17:42:51,52.3484955,4
132,20.9687183,3419,2024-02-20 17:42:54,52.272011,5
527,21.0597116,3420,2024-02-20 17:42:49,52.31614,010
199,21.1795968,3421,2024-02-20 17:42:52,52.2691305,05
190,20.9797158,3423,2024-02-20 17:42:52,52.2373356,3
Z26,20.9350613,3424,2024-02-20 17:42:49,52.2248416,1
509,21.063107,3425,2024-02-20 17:42:43,52.2286356,14
120,21.0503492,3426,2024-02-20 17:42:49,52.2908423,6
140,21.0619031,3427,2024-02-20 17:42:52,52.2733838,2
509,21.046037,3428,2024-02-20 17:42:52,52.2484135,13
102,21.0931476,3429,2024-02-20 17:42:55,52.249451,547
120,21.0496526,3430,2024-02-20 17:42:52,52.361376,4
731,20.9483366,3431,2024-02-20 17:42:51,52.4033291,476
140,21.0527323,3432,2024-02-20 17:42:51,52.2765496,04
132,20.9681826,3433,2024-02-20 17:42:51,52.2718645,1
723,20.916393,3434,2024-02-20 17:42:54,52.399658,480
738,21.1478245,3435,2024-02-20 17:42:52,52.3747341,4
509,21.101695,3436,2024-02-20 17:42:51,52.2221498,1
Z26,20.9678855,3437,2024-02-20 17:42:55,52.2338392,3
112,21.0586908,3438,2024-02-20 17:42:54,52.3018485,2
723,21.0484018,3439,2024-02-20 17:42:57,52.2643651,475
Z26,20.9454316,3441,2024-02-20 17:42:52,52.2268526,04
190,20.9256662,3442,2024-02-20 17:42:55,52.2341791,2
340,21.0531111,3443,2024-02-20 17:42:51,52.276457,03
731,20.9484886,3444,2024-02-20 17:42:55,52.3477351,477
723,20.965109,3445,2024-02-20 17:42:40,52.331679,01
145,21.0877483,3447,2024-02-20 17:42:51,52.244745,4
414,20.9602638,3448,2024-02-20 17:42:53,52.2180933,06
140,21.1282125,3449,2024-02-20 17:42:53,52.3608033,07
511,20.9942965,3450,2024-02-20 17:42:49,52.29774,06
190,21.082074,3451,2024-02-20 17:42:55,52.2948292,1
520,21.002137,3452,2024-02-20 17:42:53,52.243111,5
120,21.05103,3453,2024-02-20 17:42:55,52.296122,2
731,20.9445876,3454,2024-02-20 17:42:54,52.3611829,478
518,20.9451821,3455,2024-02-20 17:42:55,52.3022485,09
723,20.9749203,3456,2024-02-20 17:42:54,52.3171946,731
145,21.1309633,3457,2024-02-20 17:42:36,52.250432,6
120,21.0533585,3458,2024-02-20 17:42:42,52.2535928,010
112,20.91403,3459,2024-02-20 17:42:43,52.2359506,7
132,21.0587378,3460,2024-02-20 17:42:55,52.3178591,06
340,21.0862011,3461,2024-02-20 17:42:54,52.3001766,04
160,21.0025301,3462,2024-02-20 17:42:43,52.229671,513
509,20.9725001,3463,2024-02-20 17:42:51,52.3203003,5
738,21.068998,3464,2024-02-20 17:42:52,52.279094,2
731,20.9289413,3466,2024-02-20 17:42:52,52.3879426,474
509,21.0109176,3467,2024-02-20 17:42:53,52.2800335,4
723,20.9171521,3468,2024-02-20 17:42:54,52.3781908,499
735,21.0051631,3469,2024-02-20 17:42:55,52.4482355,62
L-5,21.0270271,35131,2024-02-20 17:42:53,52.0722205,1
L-5,20.8976979,35132,2024-02-20 17:42:51,52.0565018,2
L25,21.0168,35135,2024-02-20 17:42:51,52.069138,02
L25,21.1998733,35136,2024-02-20 17:42:03,51.9829466,1
L-2,21.0352476,35139,2024-02-20 17:42:30,52.0833371,684
L-2,20.9871331,35140,2024-02-20 17:42:50,52.0484138,782
L12,20.8962596,35141,2024-02-20 17:41:03,52.0076445,684
L13,21.2059273,35155,2024-02-20 17:42:54,51.9868641,03
L13,21.0032776,35159,2024-02-20 17:42:54,52.0407198,04
729,20.862667,4200,2024-02-20 17:42:54,52.244122,1
122,20.939871,4201,2024-02-20 17:42:51,52.269974,7
255,20.968891,4202,2024-02-20 17:42:53,52.228821,1
207,20.899736,4204,2024-02-20 17:42:53,52.194889,06
154,20.9640575,4205,2024-02-20 17:42:54,52.2171229,05
249,20.913813,4206,2024-02-20 17:42:51,52.239212,678
197,20.942478,4207,2024-02-20 17:42:54,52.226551,5
207,20.88607,4209,2024-02-20 17:42:53,52.181267,2
255,20.931034,4210,2024-02-20 17:42:53,52.225315,2
129,20.914753,4211,2024-02-20 17:42:54,52.209923,3
207,20.895094,4212,2024-02-20 17:42:52,52.202564,4
154,20.980537,4213,2024-02-20 17:42:50,52.189449,06
122,20.913387,4214,2024-02-20 17:42:54,52.251846,015
154,20.980625,4215,2024-02-20 17:42:54,52.188335,4
249,20.898346,4217,2024-02-20 17:42:54,52.239521,2
178,20.916712,4218,2024-02-20 17:42:52,52.205471,7
178,20.925508,4219,2024-02-20 17:42:53,52.196342,010
178,21.004065,4220,2024-02-20 17:42:51,52.255333,1
207,20.8951055,4221,2024-02-20 17:42:53,52.2024241,05
714,20.913946,4223,2024-02-20 17:42:55,52.2374457,3
178,20.984142,4224,2024-02-20 17:42:55,52.2303717,8
129,20.9427519,4225,2024-02-20 17:42:54,52.2468187,4
154,20.970026,4226,2024-02-20 17:42:51,52.213299,2
714,20.873491,4229,2024-02-20 17:42:52,52.249115,2
729,20.788889,4230,2024-02-20 17:42:51,52.264875,02
197,20.938938,4232,2024-02-20 17:42:55,52.246483,2
178,20.955744,4233,2024-02-20 17:42:55,52.214428,011
122,20.914602,4234,2024-02-20 17:42:55,52.251537,2
129,20.908302,4235,2024-02-20 17:42:52,52.192387,2
207,20.920521,4236,2024-02-20 17:41:32,52.196842,06
122,20.900843,4237,2024-02-20 17:42:55,52.239166,679
154,20.97427,4239,2024-02-20 17:42:54,52.208183,3
714,20.814795,4240,2024-02-20 17:42:55,52.252522,1
122,20.9785294,4241,2024-02-20 17:42:52,52.2856484,9
129,20.915134,4242,2024-02-20 17:42:53,52.231503,1
154,20.947767,4244,2024-02-20 17:42:51,52.179955,1
149,20.8976084,4245,2024-02-20 17:42:54,52.2458712,04
714,20.8836254,4247,2024-02-20 17:42:54,52.2468594,04
178,20.910637,4248,2024-02-20 17:42:55,52.195713,3
183,21.1917442,4301,2024-02-20 17:42:55,52.238718,3
119,21.1286575,4302,2024-02-20 17:42:55,52.201496,3
147,21.0805926,4303,2024-02-20 17:42:55,52.2261701,4
146,21.0583872,4304,2024-02-20 17:42:54,52.227925,1
168,21.0145906,4305,2024-02-20 17:42:54,52.208749,6
168,21.0640819,4307,2024-02-20 17:42:55,52.2054479,08
142,21.140026,4308,2024-02-20 17:42:54,52.2280487,06
147,21.0520051,4309,2024-02-20 17:42:55,52.2476966,3
115,21.2203657,4310,2024-02-20 17:42:55,52.162999,4
119,21.00648,4311,2024-02-20 17:42:55,52.2104021,1
142,21.0876182,4312,2024-02-20 17:42:55,52.2446639,07
153,21.1568859,4313,2024-02-20 17:42:55,52.2637539,04
319,21.0473085,4314,2024-02-20 17:42:55,52.1508077,04
183,21.124747,4315,2024-02-20 17:42:54,52.2352389,07
142,21.1345294,4316,2024-02-20 17:42:55,52.2012137,08
702,21.2070005,4317,2024-02-20 17:42:54,52.1196204,1
153,21.1552744,4318,2024-02-20 17:42:55,52.2657264,3
147,21.2079256,4320,2024-02-20 17:42:55,52.2104344,1
146,21.2042192,4321,2024-02-20 17:42:55,52.1537271,08
119,21.2056412,4322,2024-02-20 17:42:55,52.2100702,4
319,21.0912021,4323,2024-02-20 17:42:55,52.1529681,02
702,21.0890544,4324,2024-02-20 17:42:55,52.2450979,03
168,21.0947295,4326,2024-02-20 17:42:55,52.2295269,1
173,21.1991212,4327,2024-02-20 17:42:55,52.2477146,1
147,21.1827209,4328,2024-02-20 17:42:54,52.2069479,5
183,21.122269,4329,2024-02-20 17:42:55,52.2364679,1
197,20.970376,4330,2024-02-20 17:42:53,52.2852473,1
178,20.9581404,4331,2024-02-20 17:42:55,52.2228336,5
197,20.9409489,4332,2024-02-20 17:42:55,52.2340419,4
178,20.9863056,4333,2024-02-20 17:42:55,52.2305416,2
178,20.9037727,4334,2024-02-20 17:42:55,52.1892244,6
249,20.9476459,4336,2024-02-20 17:42:55,52.246528,676
122,20.9005266,4337,2024-02-20 17:42:55,52.2391761,4
178,20.9087311,4338,2024-02-20 17:42:52,52.1929828,4
