Lines,Lon,VehicleNumber,Time,Lat,Brigade
193,20.995855,2046,2024-02-20 19:34:37,52.187843,06
177,20.8894822,2200,2024-02-20 19:34:34,52.2053962,3
148,20.978752,2203,2024-02-20 19:34:35,52.183147,012
ZA1,20.921421,2205,2024-02-20 19:34:16,52.197299,02
191,20.983829,2206,2024-02-20 19:34:37,52.218197,5
105,20.900703,2208,2024-02-20 19:34:31,52.238987,2
184,20.955959,2210,2024-02-20 19:34:37,52.22765,8
523,20.956203,2212,2024-02-20 19:34:35,52.237537,714
105,20.896715,2214,2024-02-20 19:34:35,52.235493,011
401,20.947865,2216,2024-02-20 19:34:31,52.192245,7
188,20.979876,2217,2024-02-20 19:34:37,52.186108,5
187,20.9015799,2218,2024-02-20 19:34:37,52.1993012,1
177,20.8686434,2219,2024-02-20 19:34:37,52.1923272,4
719,20.7745084,2220,2024-02-20 19:34:35,52.2562159,2
184,20.964012,2221,2024-02-20 19:34:33,52.208061,7
523,21.008993,2222,2024-02-20 19:34:37,52.217228,8
523,20.9430347,2223,2024-02-20 19:34:37,52.2391315,023
716,20.920477,2225,2024-02-20 19:34:36,52.197243,01
171,20.9175582,2229,2024-02-20 19:34:37,52.2594414,453
517,21.0038019,2231,2024-02-20 19:34:36,52.2279899,10
187,20.961239,2232,2024-02-20 19:34:35,52.216698,6
716,20.870583,2234,2024-02-20 19:34:34,52.19828,62
517,20.919296,2235,2024-02-20 19:34:36,52.197567,2
401,21.031349,2236,2024-02-20 19:34:33,52.1735,3
717,20.954718,2238,2024-02-20 19:34:35,52.2134306,65
188,20.9781146,2239,2024-02-20 19:34:36,52.1694574,6
517,20.929932,2240,2024-02-20 19:34:37,52.196781,8
189,20.9554417,2242,2024-02-20 19:34:34,52.1908294,7
187,21.062986,2243,2024-02-20 19:34:35,52.187344,10
177,20.8672916,2244,2024-02-20 19:34:36,52.1971912,675
186,20.9224939,2246,2024-02-20 19:34:37,52.1956404,015
ZA1,20.922363,2247,2024-02-20 19:34:28,52.197121,03
719,20.9137869,2248,2024-02-20 19:34:32,52.2377912,4
523,21.060772,2249,2024-02-20 19:34:34,52.227989,7
191,20.8703971,2250,2024-02-20 19:34:36,52.1835766,2
401,20.9203027,2251,2024-02-20 19:34:36,52.197267,010
191,20.877596,2252,2024-02-20 19:34:31,52.188999,1
713,20.744366,2253,2024-02-20 19:34:37,52.214577,3
184,20.92117,2255,2024-02-20 19:34:25,52.196488,010
401,20.978081,2256,2024-02-20 19:34:36,52.183975,2
105,20.895748,2257,2024-02-20 19:34:36,52.193714,08
401,21.036277,2258,2024-02-20 19:34:37,52.1537497,5
182,20.9862519,2259,2024-02-20 19:34:35,52.2163332,1
L22,21.2924941,25181,2024-02-20 19:34:37,52.1740591,2
L20,21.2709361,25183,2024-02-20 19:34:33,52.095856,1
L22,21.1108101,25184,2024-02-20 19:34:37,52.2931826,2
L51,21.2619291,25188,2024-02-20 19:34:33,52.089725,1
245,21.0470726,3400,2024-02-20 19:34:34,52.2637598,05
112,21.0170956,3401,2024-02-20 19:34:33,52.2934223,8
127,20.905726,3402,2024-02-20 19:34:26,52.2073575,8
116,21.0527308,3404,2024-02-20 19:34:32,52.1845303,9
723,20.9959243,3405,2024-02-20 19:34:36,52.2968825,475
527,21.0473468,3406,2024-02-20 19:34:35,52.2646488,011
511,20.9511119,3408,2024-02-20 19:34:33,52.3439261,3
705,21.0461906,3409,2024-02-20 19:34:35,52.2639605,1
245,21.0416953,3410,2024-02-20 19:34:31,52.3003781,2
500,21.0420208,3411,2024-02-20 19:34:36,52.3003288,4
160,21.0025125,3412,2024-02-20 19:34:34,52.233257,519
511,20.931746,3413,2024-02-20 19:34:35,52.2940555,2
527,21.0477078,3414,2024-02-20 19:33:23,52.2645063,013
509,20.9630463,3415,2024-02-20 19:34:32,52.3175728,021
735,21.011698,3416,2024-02-20 19:34:31,52.453768,63
509,21.102174,3417,2024-02-20 19:34:31,52.2219581,12
511,20.9427536,3418,2024-02-20 19:34:36,52.3487886,4
132,21.062732,3419,2024-02-20 19:34:33,52.3251291,5
527,21.0462233,3420,2024-02-20 19:34:35,52.2639433,010
199,21.1797235,3421,2024-02-20 19:34:32,52.269149,05
190,20.9262083,3423,2024-02-20 19:34:34,52.2340216,3
Z26,20.9598115,3424,2024-02-20 19:34:32,52.2320683,1
509,21.034953,3425,2024-02-20 19:34:23,52.254288,14
120,21.0508721,3426,2024-02-20 19:34:36,52.2525818,6
140,21.052767,3427,2024-02-20 19:34:36,52.2765863,2
509,21.0607675,3428,2024-02-20 19:34:31,52.2324565,13
102,21.0578693,3429,2024-02-20 19:34:34,52.250089,547
120,21.0461991,3430,2024-02-20 19:34:32,52.2725885,4
731,20.9550121,3431,2024-02-20 19:34:29,52.4085783,476
140,21.0466251,3432,2024-02-20 19:34:35,52.2646855,04
723,20.925392,3434,2024-02-20 19:34:30,52.384716,480
738,21.195976,3435,2024-02-20 19:34:32,52.403568,4
509,20.972166,3436,2024-02-20 19:34:32,52.3206853,1
Z26,20.9301017,3437,2024-02-20 19:34:30,52.2249268,3
112,21.0825511,3438,2024-02-20 19:34:32,52.304481,2
190,20.9148362,3442,2024-02-20 19:34:31,52.2311142,2
731,20.9840818,3444,2024-02-20 19:34:30,52.3072036,477
145,21.0540283,3447,2024-02-20 19:34:31,52.29234,4
414,20.9479628,3448,2024-02-20 19:34:34,52.200526,06
140,21.0912078,3449,2024-02-20 19:34:33,52.3063765,07
190,21.0018597,3451,2024-02-20 19:34:31,52.2443879,1
520,21.0462818,3452,2024-02-20 19:34:35,52.2638063,5
120,21.0499978,3453,2024-02-20 19:34:34,52.3470073,2
731,20.9482968,3454,2024-02-20 19:34:37,52.4033095,478
723,21.0465298,3456,2024-02-20 19:34:33,52.263753,731
145,21.0005603,3457,2024-02-20 19:34:35,52.291323,6
120,21.0525403,3458,2024-02-20 19:34:37,52.2965313,010
112,21.0823115,3459,2024-02-20 19:34:34,52.3044583,7
132,21.0462951,3460,2024-02-20 19:34:37,52.2641173,06
160,21.0469785,3462,2024-02-20 19:34:31,52.264497,513
509,20.943442,3463,2024-02-20 19:34:33,52.3229695,5
738,21.0529601,3464,2024-02-20 19:34:33,52.2764586,2
723,20.9895565,3466,2024-02-20 19:34:32,52.3033298,474
509,20.9450355,3467,2024-02-20 19:34:33,52.3393903,4
731,20.9481063,3468,2024-02-20 19:34:34,52.3480605,499
735,21.0285685,3469,2024-02-20 19:34:34,52.345865,62
L-5,21.0294456,35131,2024-02-20 19:34:37,52.074588,1
L-5,20.8976778,35132,2024-02-20 19:34:36,52.0564951,2
L25,21.1996065,35135,2024-02-20 19:34:34,51.9836436,02
L25,21.1700525,35136,2024-02-20 19:34:04,51.973546,1
L-2,21.0353128,35139,2024-02-20 19:34:31,52.0833373,684
L12,20.8962603,35140,2024-02-20 19:32:51,52.0076543,782
L-2,21.0199228,35141,2024-02-20 19:33:05,52.0656108,684
L13,21.2170563,35159,2024-02-20 19:34:36,51.981103,04
729,20.909239,4200,2024-02-20 19:34:34,52.239029,1
122,20.976328,4201,2024-02-20 19:34:37,52.289776,7
255,20.984772,4202,2024-02-20 19:34:35,52.230431,1
207,20.870634,4204,2024-02-20 19:34:37,52.183311,06
249,20.900023,4206,2024-02-20 19:34:36,52.239513,678
197,20.930309,4207,2024-02-20 19:34:33,52.224945,5
207,20.884031,4209,2024-02-20 19:34:36,52.195507,2
255,20.944345,4210,2024-02-20 19:34:36,52.22451,2
129,20.919506,4211,2024-02-20 19:34:37,52.231262,3
207,20.899714,4212,2024-02-20 19:34:36,52.190231,4
154,20.924559,4213,2024-02-20 19:34:37,52.196812,06
122,20.920578,4214,2024-02-20 19:34:36,52.196861,015
154,20.963968,4215,2024-02-20 19:34:35,52.217144,4
249,20.9479464,4217,2024-02-20 19:34:36,52.2437674,2
178,20.948473,4218,2024-02-20 19:34:34,52.209709,7
178,21.0077324,4220,2024-02-20 19:34:36,52.2351332,1
207,20.920689,4221,2024-02-20 19:34:36,52.196781,05
714,20.883327,4223,2024-02-20 19:34:36,52.243916,3
129,20.9393184,4225,2024-02-20 19:34:36,52.2460846,4
154,20.959877,4226,2024-02-20 19:34:34,52.184738,2
714,20.809082,4229,2024-02-20 19:34:36,52.272758,2
729,20.757423,4230,2024-02-20 19:34:17,52.25938,02
197,20.966391,4232,2024-02-20 19:34:36,52.283646,2
122,20.9007599,4234,2024-02-20 19:34:37,52.2391866,2
129,20.882624,4235,2024-02-20 19:34:32,52.195385,2
122,20.946533,4237,2024-02-20 19:34:35,52.267048,679
178,20.9198,4238,2024-02-20 19:34:33,52.197552,4
154,20.969418,4239,2024-02-20 19:34:34,52.21357,3
714,20.914871,4240,2024-02-20 19:34:36,52.236996,1
122,20.927027,4241,2024-02-20 19:34:37,52.263584,9
129,20.92741,4242,2024-02-20 19:34:36,52.233963,1
154,20.981468,4244,2024-02-20 19:34:35,52.191078,1
149,20.92222,4245,2024-02-20 19:30:49,52.196461,04
714,20.919024,4247,2024-02-20 19:34:36,52.196644,04
178,20.912111,4248,2024-02-20 19:34:33,52.197559,3
183,21.0944049,4301,2024-02-20 19:34:36,52.2440891,3
119,21.2056032,4302,2024-02-20 19:34:37,52.2100629,3
147,21.1748956,4303,2024-02-20 19:34:36,52.2062031,4
146,21.0522627,4304,2024-02-20 19:34:36,52.2502847,1
168,21.0948774,4305,2024-02-20 19:34:36,52.2298752,6
147,21.0908049,4309,2024-02-20 19:34:37,52.2214834,3
115,21.1603455,4310,2024-02-20 19:34:36,52.2408219,4
119,21.0206074,4311,2024-02-20 19:34:36,52.2097891,1
153,21.1751182,4313,2024-02-20 19:34:37,52.2568244,04
183,21.1917389,4315,2024-02-20 19:34:36,52.2387586,07
702,21.1025679,4317,2024-02-20 19:34:37,52.242369,1
153,21.1735401,4318,2024-02-20 19:34:33,52.2568945,3
147,21.0605154,4320,2024-02-20 19:34:37,52.2323369,1
146,21.1197301,4321,2024-02-20 19:34:36,52.197053,08
119,21.0753374,4322,2024-02-20 19:34:36,52.2038099,4
319,21.0608346,4323,2024-02-20 19:34:35,52.1496506,02
702,21.2628556,4324,2024-02-20 19:34:36,52.108044,03
168,21.1130726,4326,2024-02-20 19:34:36,52.2330369,1
173,21.0844639,4327,2024-02-20 19:34:37,52.2497179,1
147,21.2179459,4328,2024-02-20 19:34:37,52.2156872,5
183,21.1180767,4329,2024-02-20 19:34:36,52.2342625,1
197,20.9638044,4330,2024-02-20 19:34:37,52.2828759,1
178,21.00404,4331,2024-02-20 19:34:37,52.2553899,5
197,20.9307505,4332,2024-02-20 19:34:36,52.2251036,4
178,20.9148852,4333,2024-02-20 19:34:37,52.2019995,2
178,20.8959035,4334,2024-02-20 19:34:37,52.1856504,6
249,20.9402134,4336,2024-02-20 19:34:37,52.2466386,676
122,20.9108409,4337,2024-02-20 19:34:36,52.2480952,4
178,20.9929908,4338,2024-02-20 19:34:34,52.2321366,4
255,20.9310361,4339,2024-02-20 19:34:34,52.225306,3
122,20.896683,4400,2024-02-20 19:34:32,52.238602,3
156,21.049295,4401,2024-02-20 19:34:35,52.269821,5
134,21.061565,4402,2024-02-20 19:34:37,52.361885,2
166,21.037985,4405,2024-02-20 19:34:34,52.235081,7
123,21.0500755,4406,2024-02-20 19:34:37,52.2522926,4
197,20.929514,4407,2024-02-20 19:34:33,52.223988,09
122,20.984455,4408,2024-02-20 19:34:37,52.271137,6
126,20.964348,4409,2024-02-20 19:34:32,52.318138,1
240,21.100496,4410,2024-02-20 19:34:36,52.317959,2
226,21.044315,4411,2024-02-20 19:33:39,52.264988,04
197,20.941654,4413,2024-02-20 19:34:35,52.226227,6
166,21.044584,4414,2024-02-20 19:34:36,52.167473,8
197,20.935434,4415,2024-02-20 19:34:36,52.258865,7
197,20.94516,4416,2024-02-20 19:34:32,52.23901,3
169,21.035187,4417,2024-02-20 19:34:37,52.25457,1
134,20.968664,4418,2024-02-20 19:34:32,52.274643,1
212,21.046318,4419,2024-02-20 19:34:36,52.270771,06
134,21.048485,4420,2024-02-20 19:34:36,52.324741,05
123,21.0444312,4422,2024-02-20 19:32:22,52.2650152,09
156,21.045977,4423,2024-02-20 19:34:35,52.271034,2
134,20.966858,4424,2024-02-20 19:34:33,52.273029,3
126,21.041559,4425,2024-02-20 19:34:33,52.292038,3
123,21.052307,4426,2024-02-20 19:34:37,52.250198,6
122,20.911367,4427,2024-02-20 19:34:36,52.247711,10
134,21.05028,4428,2024-02-20 19:34:36,52.347462,04
123,21.053875,4429,2024-02-20 19:34:32,52.254208,3
166,21.044729,4430,2024-02-20 19:31:54,52.264786,5
240,21.067215,4431,2024-02-20 19:34:33,52.31559,1
123,21.083838,4432,2024-02-20 19:34:31,52.245609,07
169,21.051779,4433,2024-02-20 19:34:34,52.252945,2
123,21.047142,4434,2024-02-20 19:34:33,52.263691,08
177,20.8818538,5201,2024-02-20 19:34:31,52.2048656,08
517,20.9558536,5202,2024-02-20 19:34:32,52.214314,1
136,20.9878926,5203,2024-02-20 19:34:31,52.2096039,2
414,21.0137503,5204,2024-02-20 19:34:32,52.2934233,03
743,20.7099979,5206,2024-02-20 19:34:35,52.2333093,05
124,20.9343286,5207,2024-02-20 19:34:28,52.1615176,1
186,20.920422,5208,2024-02-20 19:34:31,52.1972607,018
706,20.9441166,5209,2024-02-20 19:34:35,52.1751679,1
186,20.9200139,5211,2024-02-20 19:34:32,52.1973177,017
186,20.9509149,5214,2024-02-20 19:34:31,52.2551045,019
414,20.950305,5215,2024-02-20 19:34:37,52.255436,04
728,20.8825169,5216,2024-02-20 19:34:32,52.0199933,02
136,20.9652885,5217,2024-02-20 19:34:27,52.2478642,015
177,20.9153521,5218,2024-02-20 19:34:36,52.2295577,2
172,20.9725895,5219,2024-02-20 19:34:31,52.2180985,4
717,20.9218359,5220,2024-02-20 19:34:37,52.1969705,068
523,20.8982531,5221,2024-02-20 19:34:29,52.2584067,11
523,21.1069706,5222,2024-02-20 19:34:33,52.2481243,5
716,20.8536601,5223,2024-02-20 19:34:29,52.1908271,63
188,21.0825896,5224,2024-02-20 19:34:28,52.2411727,2
177,20.9224403,5227,2024-02-20 19:34:33,52.1961113,09
